#Scan, Fill, Run, Bunches, StartTime, EndTime, XSteps, XPeak, XMean, XWidth, XChi2, YSteps, YPeak, YMean, YWidth, YChi2, LRatio
1809040541, 7123, 359823, 2544, 18/09/04 05:42, 18/09/04 05:42, 9, 6.69, -1.5, 14.11, 8.1, 9, 6.63, 0.94, 18.55, 5.5, 0.9771
1809042009, 7124, 359872, 2544, 18/09/04 20:09, 18/09/04 20:09, 9, 6.6, -0.06, 14.47, 8.8, 9, 6.57, 0.42, 18.52, 6.2, 0.9861
1809042244, 7125, 359918, 2544, 18/09/04 22:44, 18/09/04 22:44, 9, 6.27, -2.0, 13.34, 15.3, 9, 6.17, 0.74, 20.87, 6.2, 0.9739
1809060155, 7127, 360026, 2544, 18/09/06 01:55, 18/09/06 01:55, 9, 6.7, 0.2, 14.34, 8.4, 9, 6.69, 0.71, 18.17, 5.1, 0.9752
1809060426, 7128, 360063, 2544, 18/09/06 04:26, 18/09/06 04:26, 9, 6.31, -3.17, 13.51, 13.7, 9, 6.16, 1.88, 20.16, 14.2, 0.9664
1809070319, 7132, 360161, 2544, 18/09/07 03:19, 18/09/07 03:20, 9, 6.04, -1.42, 13.37, 12.4, 9, 5.97, 0.7, 21.47, 4.3, 0.9661
1809071326, 7133, 360209, 2544, 18/09/07 13:26, 18/09/07 13:26, 9, 6.31, -3.97, 13.64, 9.6, 9, 6.03, 1.32, 20.3, 14.7, 0.9768
1809072300, 7135, 360244, 2544, 18/09/07 23:00, 18/09/07 23:01, 9, 6.24, -2.93, 14.17, 7.6, 9, 6.09, -0.63, 20.13, 6.6, 0.9919
1809081526, 7137, 360293, 2544, 18/09/08 15:26, 18/09/08 15:26, 9, 6.57, 0.01, 14.4, 7.4, 9, 6.56, -0.25, 18.63, 5.1, 0.9834
1809081949, 7139, 360309, 2544, 18/09/08 19:49, 18/09/08 19:49, 9, 6.11, -3.29, 13.79, 8.7, 9, 5.94, 1.87, 20.87, 12.9, 0.9831
1809090744, 7139, 360309, 2544, 18/09/09 07:45, 18/09/09 07:45, 9, 6.68, -0.49, 14.18, 8.1, 9, 6.67, 0.62, 18.38, 5.1, 0.9717
1809100540, 7145, 360402, 2544, 18/09/10 05:40, 18/09/10 05:40, 9, 6.08, -3.16, 13.23, 9.6, 9, 5.96, -0.59, 21.42, 9.4, 0.9677
1809101419, 7145, 360414, 2544, 18/09/10 14:19, 18/09/10 14:19, 9, 6.07, -0.47, 15.42, 8.1, 9, 6.06, -0.17, 18.95, 6.4, 0.9895
1809241558, 7217, 361738, 2544, 18/09/24 15:58, 18/09/24 15:58, 9, 6.43, -1.22, 13.34, 14.5, 9, 6.38, 0.44, 20.21, 10.0, 0.9657
1809250021, 7217, 361738, 2544, 18/09/25 00:21, 18/09/25 00:21, 9, 6.57, 0.54, 14.48, 7.7, 9, 6.54, -0.12, 18.42, 7.0, 0.9784
1809251551, 7218, 361795, 2544, 18/09/25 15:52, 18/09/25 15:52, 9, 6.98, -0.2, 13.81, 7.5, 9, 6.96, 0.18, 17.98, 4.5, 0.9664
1809252042, 7220, 361844, 10, 18/09/25 20:42, 18/09/25 20:43, 15, 5.46, 0.13, 15.33, 57.4, 15, 5.5, 0.39, 22.51, 54.6, 1.0135
1809260036, 7221, 361862, 2544, 18/09/26 00:36, 18/09/26 00:36, 9, 6.01, -3.18, 13.29, 9.2, 9, 5.8, 1.16, 21.82, 5.3, 0.9714
1809261411, 7221, 361862, 2544, 18/09/26 14:12, 18/09/26 14:12, 9, 6.5, -0.58, 14.52, 8.7, 9, 6.49, 1.04, 18.56, 5.4, 0.9785
1809302215, 7240, 362354, 2544, 18/09/30 22:15, 18/09/30 22:15, 9, 6.37, -0.35, 13.27, 8.2, 9, 6.34, 0.43, 20.54, 5.8, 0.967
1810020143, 7245, 362445, 2544, 18/10/02 01:44, 18/10/02 01:44, 9, 6.2, -0.79, 13.44, 6.6, 9, 6.15, -0.31, 20.98, 10.7, 0.9714
1810020609, 7245, 362445, 2544, 18/10/02 06:09, 18/10/02 06:09, 9, 6.17, 0.01, 14.6, 5.9, 9, 6.14, 0.05, 19.43, 7.1, 0.9747
1810030330, 7252, 362552, 2544, 18/10/03 03:30, 18/10/03 03:30, 9, 6.22, -3.34, 13.38, 7.0, 9, 6.0, 1.34, 21.34, 12.1, 0.9935
1810040405, 7256, 362661, 2544, 18/10/04 04:05, 18/10/04 04:05, 9, 6.25, -3.3, 13.27, 7.2, 9, 6.04, 0.39, 20.99, 5.6, 0.9727
1810041123, 7256, 362661, 2544, 18/10/04 11:24, 18/10/04 11:24, 9, 6.24, -1.27, 14.93, 8.7, 9, 6.2, -0.31, 18.98, 4.5, 0.9865
1810051007, 7259, 362776, 2544, 18/10/05 10:07, 18/10/05 10:08, 9, 6.97, -0.71, 14.23, 9.5, 11, 6.93, 0.12, 17.95, 11.7, 0.9897
1810070245, 7264, 363033, 2544, 18/10/07 02:45, 18/10/07 02:45, 9, 6.29, -2.34, 13.3, 7.6, 8, 6.18, 1.69, 20.86, 7.4, 0.9758
1810071534, 7264, 363033, 2544, 18/10/07 15:34, 18/10/07 15:34, 9, 6.21, -2.98, 15.4, 11.7, 9, 6.08, -0.41, 18.28, 6.2, 0.9747
1810081359, 7266, 363129, 2544, 18/10/08 14:00, 18/10/08 14:00, 9, 6.1, -3.61, 15.34, 10.5, 9, 6.01, -2.75, 18.53, 9.9, 0.9799
1810090127, 7270, 363198, 2544, 18/10/09 01:28, 18/10/09 01:28, 9, 6.25, -2.85, 13.39, 8.1, 9, 6.09, 2.09, 20.78, 10.4, 0.9741
1810091548, 7270, 363198, 2544, 18/10/09 15:49, 18/10/09 15:49, 9, 6.88, -0.53, 14.54, 9.0, 9, 6.88, 0.04, 17.51, 11.1, 0.978
1810110613, 7274, 363400, 2544, 18/10/11 06:13, 18/10/11 06:13, 9, 6.35, -1.88, 14.19, 5.8, 10, 6.26, 1.54, 19.58, 9.8, 0.984
1810110923, 7275, 363438, 3, 18/10/11 09:23, 18/10/11 09:24, 7, 0.0, -14.35, 315.97, 0.8, 8, 0.0, -10.54, 213.04, 99.7, 0.0938
1810111008, 7275, 363438, 3, 18/10/11 10:09, 18/10/11 10:09, 8, 0.0, 51.62, 265.03, 3.2, 7, 0.0, -12.16, 312.21, 0.9, 0.1098
1810111216, 7277, 363438, 4, 18/10/11 12:17, 18/10/11 12:17, 7, 0.0, 18.27, 244.22, 0.3, 7, 0.0, -1.25, 239.45, 0.2, 0.1282
1810141105, 7300, 363516, 150, 18/10/14 11:05, 18/10/14 11:05, 27, 0.0, 21.44, 310.88, 25.0, 26, 0.0, 50.6, 325.22, 22.6, 0.1221
1810161225, 7308, 363664, 590, 18/10/16 12:25, 18/10/16 12:25, 9, 6.75, -6.7, 13.4, 7.0, 9, 6.0, -1.18, 19.49, 10.6, 0.9874
1810161511, 7309, 363710, 2544, 18/10/16 15:11, 18/10/16 15:11, 9, 6.52, -3.44, 13.29, 5.9, 9, 6.28, 0.54, 20.19, 24.6, 0.9754
1810170542, 7309, 363710, 2544, 18/10/17 05:42, 18/10/17 05:43, 9, 6.96, -0.27, 14.53, 8.1, 9, 6.96, -0.19, 17.4, 6.0, 0.9835
1810171943, 7310, 363738, 2544, 18/10/17 19:43, 18/10/17 19:43, 10, 7.09, 1.36, 13.96, 10.4, 9, 7.07, -1.14, 17.7, 4.8, 0.9806
1810180045, 7314, 363830, 2544, 18/10/18 00:46, 18/10/18 00:46, 9, 6.44, -1.84, 13.41, 9.9, 9, 6.36, 1.43, 20.14, 15.8, 0.9707
1810181512, 7314, 363830, 2544, 18/10/18 15:12, 18/10/18 15:12, 9, 6.94, -0.08, 14.54, 7.8, 9, 6.92, 0.04, 17.46, 7.1, 0.983
1810190503, 7315, 363910, 2544, 18/10/19 05:03, 18/10/19 05:03, 9, 6.94, -0.15, 14.34, 20.4, 9, 6.91, 0.4, 17.58, 7.4, 0.9742
1810190855, 7317, 363947, 2544, 18/10/19 08:55, 18/10/19 08:55, 9, 6.59, -2.61, 13.16, 5.8, 9, 6.36, 0.84, 20.27, 12.6, 0.9742
1810200736, 7320, 363979, 2544, 18/10/20 07:36, 18/10/20 07:36, 9, 6.78, -2.58, 14.4, 8.3, 9, 6.68, 0.55, 18.0, 6.0, 0.9819
1810201030, 7321, 364030, 2544, 18/10/20 10:30, 18/10/20 10:30, 9, 6.36, 0.23, 13.2, 8.7, 9, 6.33, 0.8, 20.75, 5.5, 0.9723
1810210056, 7321, 364030, 2544, 18/10/21 00:56, 18/10/21 00:56, 9, 6.94, -0.24, 14.38, 9.8, 9, 6.95, 0.55, 17.48, 5.4, 0.9755
1810211605, 7324, 364076, 2544, 18/10/21 16:05, 18/10/21 16:05, 9, 7.18, -1.41, 13.85, 10.1, 9, 7.12, -0.37, 17.65, 5.4, 0.9784
1810212329, 7328, 364098, 2544, 18/10/21 23:29, 18/10/21 23:29, 9, 6.32, -3.41, 13.31, 6.2, 9, 6.09, 2.36, 20.91, 11.2, 0.9829
1810220858, 7328, 364098, 2544, 18/10/22 08:58, 18/10/22 08:58, 9, 6.8, 0.66, 14.34, 8.3, 9, 6.77, 0.19, 18.07, 5.2, 0.9839
1810231248, 7333, 364214, 2544, 18/10/23 12:48, 18/10/23 12:48, 9, 7.17, -0.05, 14.17, 11.8, 9, 7.14, 0.01, 17.71, 5.4, 1.0029
1810231652, 7334, 364292, 2544, 18/10/23 16:52, 18/10/23 16:52, 9, 5.78, -2.85, 13.72, 7.7, 9, 5.66, 0.02, 22.04, 7.6, 0.9779
1810240541, 7334, 364292, 2544, 18/10/24 05:41, 18/10/24 05:41, 11, 6.87, 0.98, 14.25, 10.5, 9, 6.86, 0.3, 17.92, 7.1, 0.9801
